algorithm,name,score,pred_label,true_label
scrublet,mx_46,0.0612244897959183,0.0,0.0
scrublet,mx_47,0.1147540983606557,0.0,0.0
scrublet,mx_48,0.0660377358490566,0.0,0.0
scrublet,mx_49,0.1249999999999999,0.0,0.0
scrublet,mx_50,0.0898876404494382,0.0,0.0
scrublet,mx_51,0.2019704433497536,0.0,0.0
scrublet,mx_52,0.1645569620253165,0.0,0.0
scrublet,mx_53,0.0831099195710455,0.0,0.0
scrublet,mx_54,0.048780487804878,0.0,0.0
scrublet,mx_55,0.0831099195710455,0.0,0.0
scrublet,mx_56,0.1147540983606557,0.0,0.0
scrublet,mx_57,0.0660377358490566,0.0,0.0
scrublet,mx_60,0.0612244897959183,0.0,0.0
scrublet,mx_61,0.0526315789473684,0.0,0.0
scrublet,mx_62,0.056768558951965,0.0,0.0
scrublet,mx_63,0.0612244897959183,0.0,0.0
scrublet,mx_64,0.056768558951965,0.0,0.0
scrublet,mx_65,0.0612244897959183,0.0,0.0
scrublet,mx_66,0.0451866404715127,0.0,0.0
scrublet,mx_67,0.0769230769230769,0.0,0.0
scrublet,mx_68,0.056768558951965,0.0,0.0
scrublet,mx_69,0.0612244897959183,0.0,0.0
scrublet,mx_70,0.0769230769230769,0.0,0.0
scrublet,mx_71,0.0769230769230769,0.0,0.0
scrublet,mx_72,0.1496062992125984,0.0,0.0
scrublet,mx_73,0.0898876404494382,0.0,0.0
scrublet,mx_74,0.0612244897959183,0.0,0.0
scrublet,mx_75,0.0973451327433628,0.0,0.0
scrublet,mx_76,0.1365313653136531,0.0,0.0
scrublet,mx_77,0.0898876404494382,0.0,0.0
scrublet,mx_78,0.1496062992125984,0.0,0.0
scrublet,mx_79,0.0526315789473684,0.0,0.0
scrublet,mx_80,0.0660377358490566,0.0,0.0
scrublet,mx_81,0.0831099195710455,0.0,0.0
scrublet,mx_82,0.0898876404494382,0.0,0.0
scrublet,mx_83,0.0973451327433628,0.0,0.0
scrublet,mx_84,0.0660377358490566,0.0,0.0
scrublet,mx_85,0.0329289428076256,0.0,0.0
scrublet,mx_86,0.1365313653136531,0.0,0.0
scrublet,mx_87,0.0973451327433628,0.0,0.0
scrublet,mx_88,0.0712530712530712,0.0,0.0
scrublet,mx_89,0.0451866404715127,0.0,0.0
scrublet,mx_90,0.0973451327433628,0.0,0.0
scrublet,mx_91,0.0660377358490566,0.0,0.0
scrublet,mx_92,0.0712530712530712,0.0,0.0
scrublet,mx_94,0.1365313653136531,0.0,0.0
scrublet,mx_95,0.056768558951965,0.0,0.0
scrublet,mx_96,0.2019704433497536,0.0,0.0
scrublet,mx_97,0.1055900621118012,0.0,0.0
scrublet,mx_98,0.0769230769230769,0.0,0.0
scrublet,mx_99,0.1365313653136531,0.0,0.0
scrublet,mx_100,0.1818181818181818,0.0,0.0
scrublet,mx_101,0.0831099195710455,0.0,0.0
scrublet,mx_102,0.1147540983606557,0.0,0.0
scrublet,mx_103,0.0898876404494382,0.0,0.0
scrublet,mx_104,0.0973451327433628,0.0,0.0
scrublet,mx_105,0.0973451327433628,0.0,0.0
scrublet,mx_106,0.0898876404494382,0.0,0.0
scrublet,mx_107,0.0831099195710455,0.0,0.0
scrublet,mx_108,0.1645569620253165,0.0,0.0
scrublet,mx_109,0.1818181818181818,0.0,0.0
scrublet,mx_110,0.1147540983606557,0.0,0.0
scrublet,mx_111,0.048780487804878,0.0,0.0
scrublet,mx_112,0.0660377358490566,0.0,0.0
scrublet,mx_113,0.1055900621118012,0.0,0.0
scrublet,mx_114,0.3333333333333333,0.0,0.0
scrublet,mx_115,0.0451866404715127,0.0,0.0
scrublet,mx_116,0.0769230769230769,0.0,0.0
scrublet,mx_117,0.0418250950570342,0.0,0.0
scrublet,mx_118,0.0712530712530712,0.0,0.0
scrublet,mx_119,0.1147540983606557,0.0,0.0
scrublet,mx_120,0.0232558139534883,0.0,0.0
scrublet,mx_121,0.1496062992125984,0.0,0.0
scrublet,mx_122,0.1055900621118012,0.0,0.0
scrublet,mx_123,0.3333333333333333,0.0,0.0
scrublet,mx_124,0.048780487804878,0.0,0.0
scrublet,mx_125,0.1818181818181818,0.0,0.0
scrublet,mx_126,0.1645569620253165,0.0,0.0
scrublet,mx_127,0.0526315789473684,0.0,0.0
scrublet,mx_128,0.0660377358490566,0.0,0.0
scrublet,mx_129,0.0660377358490566,0.0,0.0
scrublet,mx_130,0.0451866404715127,0.0,0.0
scrublet,mx_132,0.0451866404715127,0.0,0.0
scrublet,mx_133,0.1249999999999999,0.0,0.0
scrublet,mx_134,0.0712530712530712,0.0,0.0
scrublet,mx_135,0.0898876404494382,0.0,0.0
scrublet,mx_136,0.0612244897959183,0.0,0.0
scrublet,mx_137,0.1249999999999999,0.0,0.0
scrublet,mx_138,0.0660377358490566,0.0,0.0
scrublet,mx_139,0.1365313653136531,0.0,0.0
scrublet,mx_140,0.2019704433497536,0.0,0.0
scrublet,mx_141,0.0831099195710455,0.0,0.0
scrublet,mx_142,0.0712530712530712,0.0,0.0
scrublet,mx_143,0.0973451327433628,0.0,0.0
scrublet,mx_144,0.0451866404715127,0.0,0.0
scrublet,mx_145,0.1365313653136531,0.0,0.0
scrublet,mx_146,0.0973451327433628,0.0,0.0
scrublet,mx_147,0.2544378698224852,0.0,0.0
scrublet,mx_148,0.1055900621118012,0.0,0.0
scrublet,mx_149,0.048780487804878,0.0,0.0
scrublet,mx_150,0.0898876404494382,0.0,0.0
scrublet,mx_151,0.2258064516129031,0.0,0.0
scrublet,mx_152,0.0831099195710455,0.0,0.0
scrublet,mx_153,0.0612244897959183,0.0,0.0
scrublet,mx_154,0.0612244897959183,0.0,0.0
scrublet,mx_155,0.0769230769230769,0.0,0.0
scrublet,mx_156,0.2019704433497536,0.0,0.0
scrublet,mx_157,0.2258064516129031,0.0,0.0
scrublet,mx_158,0.0898876404494382,0.0,0.0
scrublet,mx_159,0.1055900621118012,0.0,0.0
scrublet,mx_160,0.1055900621118012,0.0,0.0
scrublet,mx_161,0.1365313653136531,0.0,0.0
scrublet,mx_162,0.0712530712530712,0.0,0.0
scrublet,mx_163,0.0660377358490566,0.0,0.0
scrublet,mx_164,0.048780487804878,0.0,0.0
scrublet,mx_165,0.2019704433497536,0.0,0.0
scrublet,mx_166,0.0973451327433628,0.0,0.0
scrublet,mx_167,0.0973451327433628,0.0,0.0
scrublet,mx_168,0.0973451327433628,0.0,0.0
scrublet,mx_169,0.1147540983606557,0.0,0.0
scrublet,mx_170,0.0831099195710455,0.0,0.0
scrublet,mx_171,0.1496062992125984,0.0,0.0
scrublet,mx_172,0.1645569620253165,0.0,0.0
scrublet,mx_173,0.2258064516129031,0.0,0.0
scrublet,mx_174,0.0898876404494382,0.0,0.0
scrublet,mx_175,0.2544378698224852,0.0,0.0
scrublet,mx_176,0.0769230769230769,0.0,0.0
scrublet,mx_177,0.0769230769230769,0.0,0.0
scrublet,mx_178,0.0831099195710455,0.0,0.0
scrublet,mx_179,0.1249999999999999,0.0,0.0
scrublet,mx_180,0.1496062992125984,0.0,0.0
scrublet,mx_181,0.0769230769230769,0.0,0.0
scrublet,mx_182,0.1055900621118012,0.0,0.0
scrublet,mx_183,0.0451866404715127,0.0,0.0
scrublet,mx_184,0.0451866404715127,0.0,0.0
scrublet,mx_185,0.0526315789473684,0.0,0.0
scrublet,mx_186,0.0898876404494382,0.0,0.0
scrublet,mx_187,0.2258064516129031,0.0,0.0
scrublet,mx_188,0.1147540983606557,0.0,0.0
scrublet,mx_189,0.1365313653136531,0.0,0.0
scrublet,mx_190,0.0898876404494382,0.0,0.0
scrublet,mx_191,0.1147540983606557,0.0,0.0
scrublet,mx_192,0.0660377358490566,0.0,0.0
scrublet,mx_193,0.1365313653136531,0.0,0.0
scrublet,mx_194,0.0357142857142857,0.0,0.0
scrublet,mx_195,0.1365313653136531,0.0,0.0
scrublet,mx_196,0.0898876404494382,0.0,0.0
scrublet,mx_197,0.0831099195710455,0.0,0.0
scrublet,mx_198,0.2544378698224852,0.0,0.0
scrublet,mx_199,0.1055900621118012,0.0,0.0
scrublet,mx_200,0.0418250950570342,0.0,0.0
scrublet,mx_202,0.1365313653136531,0.0,0.0
scrublet,mx_203,0.1645569620253165,0.0,0.0
scrublet,mx_204,0.056768558951965,0.0,0.0
scrublet,mx_205,0.1645569620253165,0.0,0.0
scrublet,mx_206,0.0329289428076256,0.0,0.0
scrublet,mx_207,0.1249999999999999,0.0,0.0
scrublet,mx_208,0.0769230769230769,0.0,0.0
scrublet,mx_209,0.3333333333333333,0.0,0.0
scrublet,mx_210,0.2019704433497536,0.0,0.0
scrublet,mx_211,0.2544378698224852,0.0,0.0
scrublet,mx_212,0.056768558951965,0.0,0.0
scrublet,mx_213,0.048780487804878,0.0,0.0
scrublet,mx_214,0.0898876404494382,0.0,0.0
scrublet,mx_216,0.1496062992125984,0.0,0.0
scrublet,mx_217,0.0357142857142857,0.0,0.0
scrublet,mx_218,0.0712530712530712,0.0,0.0
scrublet,mx_219,0.0898876404494382,0.0,0.0
scrublet,mx_220,0.0612244897959183,0.0,0.0
scrublet,mx_221,0.0898876404494382,0.0,0.0
scrublet,mx_222,0.2258064516129031,0.0,0.0
scrublet,mx_223,0.2544378698224852,0.0,0.0
scrublet,mx_224,0.0612244897959183,0.0,0.0
scrublet,mx_225,0.0898876404494382,0.0,0.0
scrublet,mx_226,0.0898876404494382,0.0,0.0
scrublet,mx_227,0.0526315789473684,0.0,0.0
scrublet,mx_228,0.1055900621118012,0.0,0.0
scrublet,mx_229,0.1055900621118012,0.0,0.0
scrublet,mx_230,0.1496062992125984,0.0,0.0
scrublet,mx_231,0.0831099195710455,0.0,0.0
scrublet,mx_232,0.056768558951965,0.0,0.0
scrublet,mx_233,0.0973451327433628,0.0,0.0
scrublet,mx_234,0.1818181818181818,0.0,0.0
scrublet,mx_235,0.0769230769230769,0.0,0.0
scrublet,mx_236,0.2019704433497536,0.0,0.0
scrublet,mx_237,0.1365313653136531,0.0,0.0
scrublet,mx_238,0.1147540983606557,0.0,0.0
scrublet,mx_239,0.0451866404715127,0.0,0.0
scrublet,mx_240,0.2544378698224852,0.0,0.0
scrublet,mx_241,0.0831099195710455,0.0,0.0
scrublet,mx_242,0.0973451327433628,0.0,0.0
scrublet,mx_243,0.1055900621118012,0.0,0.0
scrublet,mx_244,0.0712530712530712,0.0,0.0
scrublet,mx_245,0.0612244897959183,0.0,0.0
scrublet,mx_246,0.0357142857142857,0.0,0.0
scrublet,mx_248,0.1365313653136531,0.0,0.0
scrublet,mx_249,0.0898876404494382,0.0,0.0
scrublet,mx_250,0.1147540983606557,0.0,0.0
scrublet,mx_251,0.1055900621118012,0.0,0.0
scrublet,mx_252,0.1147540983606557,0.0,0.0
scrublet,mx_253,0.1365313653136531,0.0,0.0
scrublet,mx_254,0.2544378698224852,0.0,0.0
scrublet,mx_255,0.0612244897959183,0.0,0.0
scrublet,mx_256,0.0898876404494382,0.0,0.0
scrublet,mx_257,0.0526315789473684,0.0,0.0
scrublet,mx_258,0.1147540983606557,0.0,0.0
scrublet,mx_259,0.0973451327433628,0.0,0.0
scrublet,mx_260,0.1249999999999999,0.0,0.0
scrublet,mx_261,0.1645569620253165,0.0,0.0
scrublet,mx_262,0.2258064516129031,0.0,0.0
scrublet,mx_263,0.0612244897959183,0.0,0.0
scrublet,mx_264,0.0660377358490566,0.0,0.0
scrublet,mx_265,0.0612244897959183,0.0,0.0
scrublet,mx_266,0.0660377358490566,0.0,0.0
scrublet,mx_267,0.1055900621118012,0.0,0.0
scrublet,mx_268,0.0660377358490566,0.0,0.0
scrublet,mx_269,0.1818181818181818,0.0,0.0
scrublet,mx_270,0.0357142857142857,0.0,0.0
scrublet,mx_271,0.0418250950570342,0.0,0.0
scrublet,mx_272,0.1055900621118012,0.0,0.0
scrublet,mx_273,0.0769230769230769,0.0,0.0
scrublet,mx_274,0.1496062992125984,0.0,0.0
scrublet,mx_275,0.0526315789473684,0.0,0.0
scrublet,mx_276,0.048780487804878,0.0,0.0
scrublet,mx_277,0.1055900621118012,0.0,0.0
scrublet,mx_278,0.0660377358490566,0.0,0.0
scrublet,mx_279,0.1055900621118012,0.0,0.0
scrublet,mx_280,0.1249999999999999,0.0,0.0
scrublet,mx_281,0.027823240589198,0.0,0.0
scrublet,mx_282,0.1055900621118012,0.0,0.0
scrublet,mx_283,0.1055900621118012,0.0,0.0
scrublet,mx_284,0.0831099195710455,0.0,0.0
scrublet,mx_285,0.056768558951965,0.0,0.0
scrublet,mx_286,0.0303030303030302,0.0,0.0
scrublet,mx_287,0.1055900621118012,0.0,0.0
scrublet,mx_288,0.0831099195710455,0.0,0.0
scrublet,mx_289,0.0769230769230769,0.0,0.0
scrublet,mx_290,0.1496062992125984,0.0,0.0
scrublet,mx_291,0.0660377358490566,0.0,0.0
scrublet,mx_292,0.0898876404494382,0.0,0.0
scrublet,mx_293,0.1496062992125984,0.0,0.0
scrublet,mx_294,0.1147540983606557,0.0,0.0
scrublet,mx_295,0.0612244897959183,0.0,0.0
scrublet,mx_296,0.0831099195710455,0.0,0.0
scrublet,mx_298,0.1365313653136531,0.0,0.0
scrublet,mx_299,0.2019704433497536,0.0,0.0
scrublet,mx_300,0.2544378698224852,0.0,0.0
scrublet,mx_301,0.1496062992125984,0.0,0.0
scrublet,mx_302,0.1496062992125984,0.0,0.0
scrublet,mx_303,0.0612244897959183,0.0,0.0
scrublet,mx_304,0.0660377358490566,0.0,0.0
scrublet,mx_305,0.1645569620253165,0.0,0.0
scrublet,mx_306,0.1496062992125984,0.0,0.0
scrublet,mx_307,0.0660377358490566,0.0,0.0
scrublet,mx_308,0.0418250950570342,0.0,0.0
scrublet,mx_309,0.1055900621118012,0.0,0.0
scrublet,mx_310,0.0526315789473684,0.0,0.0
scrublet,mx_311,0.0831099195710455,0.0,0.0
scrublet,mx_312,0.0831099195710455,0.0,0.0
scrublet,mx_313,0.0660377358490566,0.0,0.0
scrublet,mx_314,0.0660377358490566,0.0,0.0
scrublet,mx_315,0.048780487804878,0.0,0.0
scrublet,mx_317,0.2258064516129031,0.0,0.0
scrublet,mx_318,0.1365313653136531,0.0,0.0
scrublet,mx_320,0.0831099195710455,0.0,0.0
scrublet,mx_321,0.1496062992125984,0.0,0.0
scrublet,mx_322,0.1055900621118012,0.0,0.0
scrublet,mx_323,0.048780487804878,0.0,0.0
scrublet,mx_324,0.1147540983606557,0.0,0.0
scrublet,mx_325,0.1365313653136531,0.0,0.0
scrublet,mx_326,0.0612244897959183,0.0,0.0
scrublet,mx_327,0.0831099195710455,0.0,0.0
scrublet,mx_328,0.0712530712530712,0.0,0.0
scrublet,mx_329,0.1496062992125984,0.0,0.0
scrublet,mx_330,0.0712530712530712,0.0,0.0
scrublet,mx_331,0.0357142857142857,0.0,0.0
scrublet,mx_332,0.056768558951965,0.0,0.0
scrublet,mx_333,0.0831099195710455,0.0,0.0
scrublet,mx_334,0.0769230769230769,0.0,0.0
scrublet,mx_335,0.0712530712530712,0.0,0.0
scrublet,mx_336,0.1496062992125984,0.0,0.0
scrublet,mx_337,0.1147540983606557,0.0,0.0
scrublet,mx_338,0.0418250950570342,0.0,0.0
scrublet,mx_339,0.1645569620253165,0.0,0.0
scrublet,mx_340,0.0831099195710455,0.0,0.0
scrublet,mx_341,0.1147540983606557,0.0,0.0
scrublet,mx_342,0.0386740331491712,0.0,0.0
scrublet,mx_343,0.0831099195710455,0.0,0.0
scrublet,mx_344,0.1055900621118012,0.0,0.0
scrublet,mx_345,0.1249999999999999,0.0,0.0
scrublet,mx_346,0.1147540983606557,0.0,0.0
scrublet,mx_347,0.0418250950570342,0.0,0.0
scrublet,mx_348,0.1055900621118012,0.0,0.0
scrublet,mx_349,0.1147540983606557,0.0,0.0
scrublet,mx_350,0.0612244897959183,0.0,0.0
scrublet,mx_351,0.1365313653136531,0.0,0.0
scrublet,mx_352,0.1818181818181818,0.0,0.0
scrublet,mx_353,0.0451866404715127,0.0,0.0
scrublet,mx_354,0.0769230769230769,0.0,0.0
scrublet,mx_355,0.1365313653136531,0.0,0.0
scrublet,mx_356,0.1249999999999999,0.0,0.0
scrublet,mx_357,0.0612244897959183,0.0,0.0
scrublet,mx_358,0.0329289428076256,0.0,0.0
scrublet,mx_359,0.0973451327433628,0.0,0.0
scrublet,mx_360,0.048780487804878,0.0,0.0
scrublet,mx_361,0.0612244897959183,0.0,0.0
scrublet,mx_362,0.1496062992125984,0.0,0.0
scrublet,mx_363,0.0831099195710455,0.0,0.0
scrublet,mx_364,0.1249999999999999,0.0,0.0
scrublet,mx_365,0.0303030303030302,0.0,0.0
scrublet,mx_366,0.3333333333333333,0.0,0.0
scrublet,mx_367,0.048780487804878,0.0,0.0
scrublet,mx_368,0.0418250950570342,0.0,0.0
scrublet,mx_369,0.1147540983606557,0.0,0.0
scrublet,mx_370,0.2019704433497536,0.0,0.0
scrublet,mx_371,0.0831099195710455,0.0,0.0
scrublet,mx_372,0.0526315789473684,0.0,0.0
scrublet,mx_373,0.0451866404715127,0.0,0.0
scrublet,mx_374,0.0898876404494382,0.0,0.0
scrublet,mx_375,0.1147540983606557,0.0,0.0
scrublet,mx_376,0.2019704433497536,0.0,0.0
scrublet,mx_377,0.0357142857142857,0.0,0.0
scrublet,mx_378,0.0612244897959183,0.0,0.0
scrublet,mx_379,0.1818181818181818,0.0,0.0
scrublet,mx_380,0.048780487804878,0.0,0.0
scrublet,mx_381,0.056768558951965,0.0,0.0
scrublet,mx_382,0.0660377358490566,0.0,0.0
scrublet,mx_383,0.0898876404494382,0.0,0.0
scrublet,mx_384,0.1249999999999999,0.0,0.0
scrublet,mx_385,0.0660377358490566,0.0,0.0
scrublet,mx_386,0.1147540983606557,0.0,0.0
scrublet,mx_387,0.056768558951965,0.0,0.0
scrublet,mx_388,0.1055900621118012,0.0,0.0
scrublet,mx_389,0.1365313653136531,0.0,0.0
scrublet,mx_390,0.1365313653136531,0.0,0.0
scrublet,mx_391,0.0612244897959183,0.0,0.0
scrublet,mx_392,0.1818181818181818,0.0,0.0
scrublet,mx_393,0.0973451327433628,0.0,0.0
scrublet,mx_394,0.1249999999999999,0.0,0.0
scrublet,mx_395,0.1055900621118012,0.0,0.0
scrublet,mx_396,0.2544378698224852,0.0,0.0
scrublet,mx_397,0.1249999999999999,0.0,0.0
scrublet,mx_398,0.1055900621118012,0.0,0.0
scrublet,mx_399,0.056768558951965,0.0,0.0
scrublet,mx_401,0.1249999999999999,0.0,0.0
scrublet,mx_402,0.0660377358490566,0.0,0.0
scrublet,mx_403,0.0973451327433628,0.0,0.0
scrublet,mx_404,0.0831099195710455,0.0,0.0
scrublet,mx_405,0.0973451327433628,0.0,0.0
scrublet,mx_406,0.0712530712530712,0.0,0.0
scrublet,mx_407,0.1055900621118012,0.0,0.0
scrublet,mx_408,0.0712530712530712,0.0,0.0
scrublet,mx_409,0.0973451327433628,0.0,0.0
scrublet,mx_410,0.1249999999999999,0.0,0.0
scrublet,mx_411,0.1055900621118012,0.0,0.0
scrublet,mx_412,0.0973451327433628,0.0,0.0
scrublet,mx_413,0.0898876404494382,0.0,0.0
scrublet,mx_414,0.0612244897959183,0.0,0.0
scrublet,mx_415,0.1365313653136531,0.0,0.0
scrublet,mx_416,0.1365313653136531,0.0,0.0
scrublet,mx_417,0.1249999999999999,0.0,0.0
scrublet,mx_418,0.0769230769230769,0.0,0.0
scrublet,mx_419,0.0898876404494382,0.0,0.0
scrublet,mx_420,0.2544378698224852,0.0,0.0
scrublet,mx_422,0.1055900621118012,0.0,0.0
scrublet,mx_423,0.0831099195710455,0.0,0.0
scrublet,mx_424,0.0660377358490566,0.0,0.0
scrublet,mx_425,0.0898876404494382,0.0,0.0
scrublet,mx_426,0.1249999999999999,0.0,0.0
scrublet,mx_427,0.0831099195710455,0.0,0.0
scrublet,mx_428,0.2544378698224852,0.0,0.0
scrublet,mx_429,0.0303030303030302,0.0,0.0
scrublet,mx_430,0.0898876404494382,0.0,0.0
scrublet,mx_431,0.1645569620253165,0.0,0.0
scrublet,mx_433,0.1496062992125984,0.0,0.0
scrublet,mx_434,0.1645569620253165,0.0,0.0
scrublet,mx_435,0.0831099195710455,0.0,0.0
scrublet,mx_436,0.1249999999999999,0.0,0.0
scrublet,mx_437,0.1365313653136531,0.0,0.0
scrublet,mx_438,0.1365313653136531,0.0,0.0
scrublet,mx_439,0.0898876404494382,0.0,0.0
scrublet,mx_440,0.0973451327433628,0.0,0.0
scrublet,mx_441,0.0769230769230769,0.0,0.0
scrublet,mx_442,0.1365313653136531,0.0,0.0
scrublet,mx_443,0.0660377358490566,0.0,0.0
scrublet,mx_444,0.0831099195710455,0.0,0.0
scrublet,mx_445,0.0451866404715127,0.0,0.0
scrublet,mx_446,0.1249999999999999,0.0,0.0
scrublet,mx_447,0.1147540983606557,0.0,0.0
scrublet,mx_448,0.0660377358490566,0.0,0.0
scrublet,mx_449,0.0612244897959183,0.0,0.0
scrublet,mx_450,0.0973451327433628,0.0,0.0
scrublet,mx_451,0.1249999999999999,0.0,0.0
scrublet,mx_452,0.1645569620253165,0.0,0.0
scrublet,mx_453,0.1249999999999999,0.0,0.0
scrublet,mx_454,0.2544378698224852,0.0,0.0
scrublet,mx_455,0.056768558951965,0.0,0.0
scrublet,mx_456,0.056768558951965,0.0,0.0
scrublet,mx_457,0.1496062992125984,0.0,0.0
scrublet,mx_458,0.0526315789473684,0.0,0.0
scrublet,mx_459,0.0526315789473684,0.0,0.0
scrublet,mx_460,0.0973451327433628,0.0,0.0
scrublet,mx_461,0.1147540983606557,0.0,0.0
scrublet,mx_462,0.1365313653136531,0.0,0.0
scrublet,mx_463,0.1249999999999999,0.0,0.0
scrublet,mx_464,0.0612244897959183,0.0,0.0
scrublet,mx_465,0.0831099195710455,0.0,0.0
scrublet,mx_466,0.1818181818181818,0.0,0.0
scrublet,mx_467,0.1496062992125984,0.0,0.0
scrublet,mx_468,0.0660377358490566,0.0,0.0
scrublet,mx_469,0.3898305084745763,0.0,0.0
scrublet,mx_470,0.1055900621118012,0.0,0.0
scrublet,mx_471,0.048780487804878,0.0,0.0
scrublet,mx_473,0.1055900621118012,0.0,0.0
scrublet,mx_474,0.0831099195710455,0.0,0.0
scrublet,mx_475,0.0660377358490566,0.0,0.0
scrublet,mx_476,0.0898876404494382,0.0,0.0
scrublet,mx_477,0.0418250950570342,0.0,0.0
scrublet,mx_478,0.1365313653136531,0.0,0.0
scrublet,mx_479,0.0973451327433628,0.0,0.0
scrublet,mx_480,0.1055900621118012,0.0,0.0
scrublet,mx_481,0.1496062992125984,0.0,0.0
scrublet,mx_482,0.1055900621118012,0.0,0.0
scrublet,mx_483,0.056768558951965,0.0,0.0
scrublet,mx_484,0.0418250950570342,0.0,0.0
scrublet,mx_485,0.0973451327433628,0.0,0.0
scrublet,mx_486,0.1147540983606557,0.0,0.0
scrublet,mx_487,0.0526315789473684,0.0,0.0
scrublet,mx_488,0.0898876404494382,0.0,0.0
scrublet,mx_489,0.0660377358490566,0.0,0.0
scrublet,mx_490,0.1496062992125984,0.0,0.0
scrublet,mx_491,0.056768558951965,0.0,0.0
scrublet,mx_492,0.0612244897959183,0.0,0.0
scrublet,mx_493,0.1249999999999999,0.0,0.0
scrublet,mx_494,0.0526315789473684,0.0,0.0
scrublet,mx_495,0.1365313653136531,0.0,0.0
scrublet,mx_496,0.1365313653136531,0.0,0.0
scrublet,mx_497,0.0769230769230769,0.0,0.0
scrublet,mx_498,0.0831099195710455,0.0,0.0
scrublet,mx_499,0.1496062992125984,0.0,0.0
scrublet,mx_500,0.0660377358490566,0.0,0.0
scrublet,mx_501,0.0612244897959183,0.0,0.0
scrublet,mx_502,0.1147540983606557,0.0,0.0
scrublet,mx_503,0.0712530712530712,0.0,0.0
scrublet,mx_504,0.1055900621118012,0.0,0.0
scrublet,mx_505,0.0526315789473684,0.0,0.0
scrublet,mx_506,0.1365313653136531,0.0,0.0
scrublet,mx_507,0.3333333333333333,0.0,0.0
scrublet,mx_508,0.1055900621118012,0.0,0.0
scrublet,mx_509,0.0660377358490566,0.0,0.0
scrublet,mx_510,0.0712530712530712,0.0,0.0
scrublet,mx_511,0.1249999999999999,0.0,0.0
scrublet,mx_512,0.1365313653136531,0.0,0.0
scrublet,mx_513,0.0712530712530712,0.0,0.0
scrublet,mx_514,0.1645569620253165,0.0,0.0
scrublet,mx_515,0.1496062992125984,0.0,0.0
scrublet,mx_516,0.0973451327433628,0.0,0.0
scrublet,mx_517,0.056768558951965,0.0,0.0
scrublet,mx_518,0.0769230769230769,0.0,0.0
scrublet,mx_519,0.056768558951965,0.0,0.0
scrublet,mx_520,0.2019704433497536,0.0,0.0
scrublet,mx_521,0.1818181818181818,0.0,0.0
scrublet,mx_522,0.0612244897959183,0.0,0.0
scrublet,mx_523,0.0451866404715127,0.0,0.0
scrublet,mx_524,0.2019704433497536,0.0,0.0
scrublet,mx_525,0.048780487804878,0.0,0.0
scrublet,mx_526,0.0660377358490566,0.0,0.0
scrublet,mx_528,0.1365313653136531,0.0,0.0
scrublet,mx_529,0.1055900621118012,0.0,0.0
scrublet,mx_530,0.0612244897959183,0.0,0.0
scrublet,mx_531,0.2019704433497536,0.0,0.0
scrublet,mx_532,0.0357142857142857,0.0,0.0
scrublet,mx_533,0.1818181818181818,0.0,0.0
scrublet,mx_534,0.0973451327433628,0.0,0.0
scrublet,mx_536,0.1055900621118012,0.0,0.0
scrublet,mx_537,0.056768558951965,0.0,0.0
